step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,txn_timestamp,txn_date,hour_of_day,transaction_id
686,CASH_OUT,334914.08,C1013335,339357.86,0.0,M1007601,51803.01,386717.1,1,0,DEV_790,2025-01-29 14:13:00,2025-01-29,14,TXN_100302
476,CASH_OUT,364660.11,C1027264,365481.44,0.0,M1006771,15427.03,380087.15,1,0,DEV_787,2025-01-20 20:35:00,2025-01-20,20,TXN_100051
378,CASH_OUT,329.18,C1024648,0.0,0.0,C2004220,17792.26,18121.44,0,0,DEV_159,2025-01-16 18:45:00,2025-01-16,18,TXN_100042
400,CASH_OUT,1053.58,C1007657,8846.01,7792.43,M1001691,42216.45,43270.03,0,0,DEV_580,2025-01-17 16:17:00,2025-01-17,16,TXN_100621
257,PAYMENT,444.32,C1000618,655.38,211.05,M1002610,0.0,0.0,0,0,DEV_458,2025-01-11 17:20:00,2025-01-11,17,TXN_100224
588,PAYMENT,14.08,C1027247,0.0,0.0,M1013948,34027.08,34027.08,0,0,DEV_224,2025-01-25 12:05:00,2025-01-25,12,TXN_100447
304,PAYMENT,103.91,C1015288,458.16,354.26,C2010877,8703.03,8703.03,0,0,DEV_306,2025-01-13 16:00:00,2025-01-13,16,TXN_100496
591,CASH_OUT,513.23,C1015151,0.0,0.0,M1009276,18487.69,19000.92,0,0,DEV_109,2025-01-25 15:04:00,2025-01-25,15,TXN_100517
731,PAYMENT,121.38,C1002685,0.0,0.0,C2006245,0.0,0.0,0,0,DEV_477,2025-01-31 11:52:00,2025-01-31,11,TXN_100382
286,CASH_OUT,482.74,C1027331,1108.17,625.43,C2000414,0.0,482.74,0,0,DEV_497,2025-01-12 22:24:00,2025-01-12,22,TXN_100436
46,TRANSFER,264136.24,C1016997,264218.3,0.0,C2000849,80363.37,344499.61,1,0,DEV_348,2025-01-02 22:25:00,2025-01-02,22,TXN_100393
40,CASH_OUT,897.64,C1025780,5497.95,4600.31,C2014297,32970.39,33868.04,0,0,DEV_597,2025-01-02 16:12:00,2025-01-02,16,TXN_100527
658,PAYMENT,475.24,C1002102,4289.56,3814.32,M1012736,39368.76,39368.76,0,0,DEV_363,2025-01-28 10:14:00,2025-01-28,10,TXN_100250
318,CASH_OUT,1174.22,C1020955,2282.47,1108.25,M1001452,0.0,1174.22,0,0,DEV_764,2025-01-14 06:53:00,2025-01-14,6,TXN_100041
384,CASH_OUT,661950.93,C1009481,662406.0,0.0,C2003518,18249.7,680200.63,1,0,DEV_711,2025-01-17 00:56:00,2025-01-17,0,TXN_100363
288,TRANSFER,667501.54,C1000312,669929.15,0.0,M1014812,42044.31,709545.85,1,0,DEV_526,2025-01-13 00:11:00,2025-01-13,0,TXN_100095
17,CASH_OUT,689.44,C1026487,3287.24,2597.8,C2007785,44451.29,45140.72,0,0,DEV_734,2025-01-01 17:50:00,2025-01-01,17,TXN_100537
113,CASH_OUT,3069.1,C1010850,24179.05,21109.95,C2006453,0.0,3069.1,0,0,DEV_529,2025-01-05 17:03:00,2025-01-05,17,TXN_100344
148,CASH_OUT,4369.32,C1005568,0.0,0.0,C2001314,18139.81,22509.13,0,0,DEV_304,2025-01-07 04:20:00,2025-01-07,4,TXN_100626
47,TRANSFER,1408.14,C1021604,2016.4,608.25,M1011568,5957.61,7365.75,0,0,DEV_925,2025-01-02 23:21:00,2025-01-02,23,TXN_100270
564,PAYMENT,21.58,C1027838,156.28,134.7,C2001505,0.0,0.0,0,0,DEV_919,2025-01-24 12:52:00,2025-01-24,12,TXN_100538
699,PAYMENT,130.96,C1020211,933.67,802.7,M1003232,0.0,0.0,0,0,DEV_317,2025-01-30 03:14:00,2025-01-30,3,TXN_100034
304,PAYMENT,148.17,C1012375,1160.04,1011.87,C2000621,41128.69,41128.69,0,0,DEV_395,2025-01-13 16:55:00,2025-01-13,16,TXN_100237
492,TRANSFER,3675.22,C1002538,8668.17,4992.94,C2009581,27285.19,30960.42,0,0,DEV_830,2025-01-21 12:50:00,2025-01-21,12,TXN_100294
47,TRANSFER,23.39,C1006896,204.4,181.02,C2013139,35221.89,35245.28,0,0,DEV_680,2025-01-02 23:04:00,2025-01-02,23,TXN_100040
18,TRANSFER,307.64,C1016982,0.0,0.0,C2009421,25068.84,25376.48,0,0,DEV_950,2025-01-01 18:21:00,2025-01-01,18,TXN_100541
594,PAYMENT,12.91,C1025905,0.0,0.0,C2013439,30427.49,30427.49,0,0,DEV_996,2025-01-25 18:51:00,2025-01-25,18,TXN_100122
738,CASH_OUT,1589.54,C1007174,11676.76,10087.22,M1006164,0.0,1589.54,0,0,DEV_666,2025-01-31 18:19:00,2025-01-31,18,TXN_100181
419,CASH_OUT,819686.01,C1028994,822529.27,0.0,C2002074,64970.31,884656.31,1,0,DEV_649,2025-01-18 11:32:00,2025-01-18,11,TXN_100043
605,PAYMENT,57.43,C1025116,559.7,502.27,M1008218,45615.52,45615.52,0,0,DEV_861,2025-01-26 05:21:00,2025-01-26,5,TXN_100592
733,CASH_OUT,1084.93,C1018792,0.0,0.0,M1009718,0.0,1084.93,0,0,DEV_720,2025-01-31 13:22:00,2025-01-31,13,TXN_100464
36,PAYMENT,52.43,C1020228,288.02,235.59,C2012887,34429.99,34429.99,0,0,DEV_563,2025-01-02 12:49:00,2025-01-02,12,TXN_100259
337,CASH_IN,45.78,C1024339,0.0,45.78,M1007319,0.0,45.78,0,0,DEV_253,2025-01-15 01:18:00,2025-01-15,1,TXN_100452
339,CASH_IN,251.85,C1014947,0.0,251.85,M1005404,32882.96,33134.81,0,0,DEV_775,2025-01-15 03:20:00,2025-01-15,3,TXN_100044
202,CASH_OUT,402215.05,C1019770,405845.41,0.0,M1001052,74930.75,477145.79,1,1,DEV_563,2025-01-09 10:28:00,2025-01-09,10,TXN_100395
459,PAYMENT,37.89,C1011227,316.99,279.1,M1003650,27800.62,27800.62,0,0,DEV_322,2025-01-20 03:14:00,2025-01-20,3,TXN_100059
56,PAYMENT,99.48,C1008984,0.0,0.0,M1000995,7350.05,7350.05,0,0,DEV_870,2025-01-03 08:56:00,2025-01-03,8,TXN_100409
400,PAYMENT,80.52,C1018409,0.0,0.0,C2002132,0.0,0.0,0,0,DEV_959,2025-01-17 16:57:00,2025-01-17,16,TXN_100012
71,CASH_IN,16.4,C1015345,40.74,57.14,C2004607,0.0,16.4,0,0,DEV_839,2025-01-03 23:55:00,2025-01-03,23,TXN_100360
179,CASH_OUT,79.49,C1012254,530.15,450.66,M1000390,0.0,79.49,0,0,DEV_567,2025-01-08 11:44:00,2025-01-08,11,TXN_100198
682,CASH_OUT,727846.24,C1021048,730589.65,0.0,M1004497,92182.72,820028.97,1,1,DEV_486,2025-01-29 10:51:00,2025-01-29,10,TXN_100459
588,PAYMENT,27.79,C1011436,33.99,6.2,C2011693,41785.19,41785.19,0,0,DEV_434,2025-01-25 12:24:00,2025-01-25,12,TXN_100587
17,TRANSFER,79.49,C1021619,554.97,475.49,M1009516,0.0,79.49,0,0,DEV_439,2025-01-01 17:16:00,2025-01-01,17,TXN_100057
304,PAYMENT,56.02,C1016621,0.0,0.0,C2012859,36739.93,36739.93,0,0,DEV_189,2025-01-13 16:49:00,2025-01-13,16,TXN_100212
424,CASH_OUT,889400.24,C1011020,893728.27,0.0,C2009334,56211.2,945611.44,1,0,DEV_848,2025-01-18 16:19:00,2025-01-18,16,TXN_100110
35,CASH_OUT,72.21,C1015778,0.0,0.0,C2000855,0.0,72.21,0,0,DEV_897,2025-01-02 11:18:00,2025-01-02,11,TXN_100441
581,PAYMENT,95.76,C1010818,224.41,128.65,M1002578,0.0,0.0,0,0,DEV_920,2025-01-25 05:05:00,2025-01-25,5,TXN_100551
26,CASH_OUT,6656.31,C1024664,0.0,0.0,C2014488,46604.17,53260.48,0,0,DEV_940,2025-01-02 02:02:00,2025-01-02,2,TXN_100196
477,CASH_OUT,142.18,C1010622,0.0,0.0,C2001451,0.0,142.18,0,0,DEV_186,2025-01-20 21:52:00,2025-01-20,21,TXN_100074
419,CASH_IN,949.48,C1010397,2261.74,3211.22,C2004744,0.0,949.48,0,0,DEV_245,2025-01-18 11:40:00,2025-01-18,11,TXN_100220
25,CASH_OUT,449519.35,C1001242,453786.07,0.0,C2008609,42507.88,492027.22,1,0,DEV_700,2025-01-02 01:07:00,2025-01-02,1,TXN_100337
182,CASH_OUT,92.13,C1006439,547.38,455.25,M1008170,0.0,92.13,0,0,DEV_836,2025-01-08 14:33:00,2025-01-08,14,TXN_100218
656,CASH_OUT,979226.45,C1015244,983361.95,0.0,M1003453,94129.76,1073356.21,1,0,DEV_515,2025-01-28 08:45:00,2025-01-28,8,TXN_100446
734,CASH_IN,81.73,C1015011,0.0,81.73,C2003041,6561.91,6643.64,0,0,DEV_463,2025-01-31 14:48:00,2025-01-31,14,TXN_100211
305,TRANSFER,397952.09,C1029846,398532.33,0.0,C2013144,47726.46,445678.55,1,0,DEV_791,2025-01-13 17:35:00,2025-01-13,17,TXN_100308
47,TRANSFER,366.06,C1029559,788.47,422.41,C2014222,49045.76,49411.82,0,0,DEV_803,2025-01-02 23:51:00,2025-01-02,23,TXN_100309
430,CASH_IN,860.17,C1027841,3244.47,4104.64,C2013802,19843.05,20703.22,0,0,DEV_687,2025-01-18 22:56:00,2025-01-18,22,TXN_100088
408,PAYMENT,43.81,C1013665,326.43,282.63,C2013630,25504.23,25504.23,0,0,DEV_299,2025-01-18 00:23:00,2025-01-18,0,TXN_100002
533,CASH_OUT,608745.14,C1012246,611929.13,0.0,C2004917,46302.59,655047.73,1,0,DEV_613,2025-01-23 05:05:00,2025-01-23,5,TXN_100062
150,CASH_OUT,1066.9,C1018747,0.0,0.0,M1005020,0.0,1066.9,0,0,DEV_952,2025-01-07 06:55:00,2025-01-07,6,TXN_100405
242,CASH_IN,291.95,C1017609,673.77,965.73,M1011026,33973.94,34265.89,0,0,DEV_222,2025-01-11 02:27:00,2025-01-11,2,TXN_100238
688,TRANSFER,173791.34,C1012932,178019.88,0.0,C2008694,7956.48,181747.82,1,0,DEV_806,2025-01-29 16:27:00,2025-01-29,16,TXN_100416
175,TRANSFER,3947.01,C1008654,0.0,0.0,M1010493,172.87,4119.88,0,0,DEV_847,2025-01-08 07:52:00,2025-01-08,7,TXN_100303
437,CASH_OUT,907487.38,C1014506,911931.32,0.0,M1008475,44263.73,951751.12,1,0,DEV_419,2025-01-19 05:25:00,2025-01-19,5,TXN_100591
627,TRANSFER,63.42,C1016856,0.0,0.0,C2013558,0.0,63.42,0,0,DEV_312,2025-01-27 03:55:00,2025-01-27,3,TXN_100484
228,CASH_OUT,3303.34,C1004518,6642.48,3339.14,M1013172,9600.86,12904.2,0,0,DEV_359,2025-01-10 12:58:00,2025-01-10,12,TXN_100053
595,CASH_OUT,247162.99,C1003426,251839.97,0.0,M1012102,9003.57,256166.56,1,0,DEV_919,2025-01-25 19:07:00,2025-01-25,19,TXN_100151
400,TRANSFER,415920.56,C1013774,419017.83,0.0,C2013351,69378.59,485299.15,1,1,DEV_549,2025-01-17 16:01:00,2025-01-17,16,TXN_100004
139,CASH_OUT,1632.82,C1000308,9727.34,8094.52,M1011897,11.4,1644.22,0,0,DEV_244,2025-01-06 19:17:00,2025-01-06,19,TXN_100581
705,CASH_OUT,1845.44,C1024199,7285.81,5440.37,M1011351,0.0,1845.44,0,0,DEV_508,2025-01-30 09:54:00,2025-01-30,9,TXN_100116
327,DEBIT,391.2,C1026329,0.0,391.2,M1010320,16220.14,16220.14,0,0,DEV_567,2025-01-14 15:50:00,2025-01-14,15,TXN_100401
491,PAYMENT,22.83,C1017032,106.13,83.3,M1010221,35405.0,35405.0,0,0,DEV_867,2025-01-21 11:46:00,2025-01-21,11,TXN_100509
106,CASH_OUT,306.73,C1016730,0.0,0.0,C2009775,20348.24,20654.98,0,0,DEV_415,2025-01-05 10:02:00,2025-01-05,10,TXN_100290
80,PAYMENT,45.68,C1018537,0.0,0.0,M1009186,0.0,0.0,0,0,DEV_749,2025-01-04 08:54:00,2025-01-04,8,TXN_100353
221,CASH_OUT,713970.34,C1001891,717675.19,0.0,C2000239,49893.8,763864.13,1,0,DEV_499,2025-01-10 05:35:00,2025-01-10,5,TXN_100092
554,CASH_OUT,166684.5,C1019517,169524.1,0.0,C2005100,65679.19,232363.69,1,0,DEV_959,2025-01-24 02:10:00,2025-01-24,2,TXN_100266
5,CASH_OUT,643100.83,C1004206,644873.94,0.0,M1013485,85024.57,728125.4,1,0,DEV_443,2025-01-01 05:31:00,2025-01-01,5,TXN_100588
82,CASH_OUT,522.3,C1026165,2184.7,1662.4,M1001060,30625.81,31148.11,0,0,DEV_726,2025-01-04 10:34:00,2025-01-04,10,TXN_100275
86,PAYMENT,603.78,C1014398,0.0,0.0,M1006128,33679.23,33679.23,0,0,DEV_886,2025-01-04 14:49:00,2025-01-04,14,TXN_100570
662,CASH_OUT,709983.45,C1004704,712030.46,0.0,M1002857,86059.59,796043.03,1,1,DEV_211,2025-01-28 14:01:00,2025-01-28,14,TXN_100432
452,PAYMENT,272.54,C1003818,0.0,0.0,C2001540,0.0,0.0,0,0,DEV_694,2025-01-19 20:00:00,2025-01-19,20,TXN_100100
424,PAYMENT,19.64,C1011854,170.07,150.43,M1013219,0.0,0.0,0,0,DEV_239,2025-01-18 16:44:00,2025-01-18,16,TXN_100145
90,CASH_OUT,1206.26,C1005119,0.0,0.0,M1013015,7583.83,8790.1,0,0,DEV_732,2025-01-04 18:42:00,2025-01-04,18,TXN_100087
217,TRANSFER,63103.15,C1005896,66274.0,0.0,M1003154,71809.04,134912.18,1,0,DEV_166,2025-01-10 01:57:00,2025-01-10,1,TXN_100075
134,PAYMENT,183.59,C1023254,1372.62,1189.02,C2010865,42320.86,42320.86,0,0,DEV_601,2025-01-06 14:42:00,2025-01-06,14,TXN_100005
158,PAYMENT,12.23,C1007137,0.0,0.0,C2014968,7250.57,7250.57,0,0,DEV_407,2025-01-07 14:39:00,2025-01-07,14,TXN_100376
496,PAYMENT,10.24,C1025836,0.0,0.0,C2000826,0.0,0.0,0,0,DEV_880,2025-01-21 16:58:00,2025-01-21,16,TXN_100011
184,TRANSFER,639.71,C1002418,4462.43,3822.72,C2011299,46767.34,47407.05,0,0,DEV_766,2025-01-08 16:54:00,2025-01-08,16,TXN_100246
590,TRANSFER,431.98,C1006206,3548.3,3116.32,M1010595,0.0,431.98,0,0,DEV_911,2025-01-25 14:01:00,2025-01-25,14,TXN_100368
443,TRANSFER,2983.13,C1006008,0.0,0.0,M1014483,16775.78,19758.91,0,0,DEV_936,2025-01-19 11:02:00,2025-01-19,11,TXN_100340
386,PAYMENT,19.5,C1024660,149.2,129.7,M1001722,49967.53,49967.53,0,0,DEV_518,2025-01-17 02:20:00,2025-01-17,2,TXN_100477
250,PAYMENT,12.05,C1003303,0.0,0.0,M1006191,14997.9,14997.9,0,0,DEV_273,2025-01-11 10:34:00,2025-01-11,10,TXN_100408
161,TRANSFER,83649.89,C1022378,86411.58,0.0,M1014155,9528.09,93177.99,1,0,DEV_824,2025-01-07 17:05:00,2025-01-07,17,TXN_100213
179,PAYMENT,126.39,C1007490,748.57,622.18,M1003631,0.0,0.0,0,0,DEV_535,2025-01-08 11:50:00,2025-01-08,11,TXN_100622
467,CASH_IN,305.42,C1016139,1888.0,2193.42,C2006987,0.0,305.42,0,0,DEV_162,2025-01-20 11:32:00,2025-01-20,11,TXN_100604
61,PAYMENT,21.59,C1004770,135.7,114.11,M1014766,35186.19,35186.19,0,0,DEV_303,2025-01-03 13:32:00,2025-01-03,13,TXN_100134
612,PAYMENT,30.0,C1027975,262.66,232.66,C2006636,24599.18,24599.18,0,0,DEV_146,2025-01-26 12:41:00,2025-01-26,12,TXN_100510
193,CASH_OUT,218684.71,C1007969,222443.48,0.0,M1000993,21504.52,240189.23,1,0,DEV_124,2025-01-09 01:57:00,2025-01-09,1,TXN_100546
2,CASH_OUT,3249.09,C1029122,8309.75,5060.65,M1012099,2212.07,5461.16,0,0,DEV_924,2025-01-01 02:40:00,2025-01-01,2,TXN_100543
490,TRANSFER,140.83,C1021526,907.11,766.28,M1001132,19514.71,19655.54,0,0,DEV_134,2025-01-21 10:08:00,2025-01-21,10,TXN_100532
266,PAYMENT,82.78,C1006946,0.0,0.0,M1005876,10308.66,10308.66,0,0,DEV_860,2025-01-12 02:23:00,2025-01-12,2,TXN_100080
318,CASH_OUT,3767.6,C1018498,0.0,0.0,M1009711,0.0,3767.6,0,0,DEV_639,2025-01-14 06:29:00,2025-01-14,6,TXN_100574
172,PAYMENT,662.97,C1009872,1145.59,482.62,M1013568,33165.01,33165.01,0,0,DEV_787,2025-01-08 04:02:00,2025-01-08,4,TXN_100068
210,CASH_OUT,1907.88,C1009080,0.0,0.0,M1009124,0.0,1907.88,0,0,DEV_991,2025-01-09 18:30:00,2025-01-09,18,TXN_100614
577,TRANSFER,2755.76,C1025414,11313.67,8557.91,M1008149,24674.53,27430.29,0,0,DEV_711,2025-01-25 01:48:00,2025-01-25,1,TXN_100445
335,CASH_OUT,750.32,C1002762,5485.6,4735.28,M1007586,0.0,750.32,0,0,DEV_824,2025-01-14 23:09:00,2025-01-14,23,TXN_100606
220,PAYMENT,153.55,C1000057,1462.95,1309.4,M1002249,0.0,0.0,0,0,DEV_944,2025-01-10 04:57:00,2025-01-10,4,TXN_100168
620,TRANSFER,1008.62,C1006870,7302.33,6293.71,M1007740,16318.98,17327.6,0,0,DEV_280,2025-01-26 20:17:00,2025-01-26,20,TXN_100177
458,CASH_OUT,281130.07,C1008003,285455.12,0.0,C2012445,63683.96,344814.02,1,1,DEV_869,2025-01-20 02:58:00,2025-01-20,2,TXN_100637
370,CASH_OUT,503.14,C1016638,3490.83,2987.69,C2000084,27063.55,27566.7,0,0,DEV_854,2025-01-16 10:24:00,2025-01-16,10,TXN_100035
638,TRANSFER,991.0,C1003736,2242.31,1251.31,C2014215,0.0,991.0,0,0,DEV_704,2025-01-27 14:57:00,2025-01-27,14,TXN_100280
408,PAYMENT,313.63,C1028096,1466.99,1153.36,C2006216,0.0,0.0,0,0,DEV_226,2025-01-18 00:15:00,2025-01-18,0,TXN_100191
15,CASH_OUT,802.65,C1016555,2694.74,1892.1,M1004595,0.0,802.65,0,0,DEV_178,2025-01-01 15:18:00,2025-01-01,15,TXN_100596
242,CASH_OUT,581.03,C1022095,4272.36,3691.32,C2013998,18886.38,19467.42,0,0,DEV_617,2025-01-11 02:45:00,2025-01-11,2,TXN_100444
292,CASH_OUT,3874.1,C1015533,0.0,0.0,C2000130,0.0,3874.1,0,0,DEV_478,2025-01-13 04:18:00,2025-01-13,4,TXN_100419
425,TRANSFER,723.03,C1010788,3203.45,2480.42,M1011505,19937.09,20660.12,0,0,DEV_472,2025-01-18 17:50:00,2025-01-18,17,TXN_100406
452,CASH_OUT,4919.06,C1028697,15506.5,10587.44,M1005981,17735.02,22654.08,0,0,DEV_151,2025-01-19 20:18:00,2025-01-19,20,TXN_100390
367,PAYMENT,125.1,C1006982,708.81,583.71,M1000756,22039.95,22039.95,0,0,DEV_907,2025-01-16 07:08:00,2025-01-16,7,TXN_100233
440,CASH_OUT,2527.69,C1007193,0.0,0.0,C2007998,19808.33,22336.01,0,0,DEV_973,2025-01-19 08:37:00,2025-01-19,8,TXN_100130
32,CASH_OUT,777075.99,C1012688,777987.94,0.0,M1004957,52260.12,829336.11,1,0,DEV_474,2025-01-02 08:14:00,2025-01-02,8,TXN_100078
372,TRANSFER,1822.56,C1028164,0.0,0.0,C2008878,10759.02,12581.58,0,0,DEV_964,2025-01-16 12:49:00,2025-01-16,12,TXN_100073
100,TRANSFER,633.02,C1019112,4132.32,3499.3,M1000760,42568.11,43201.13,0,0,DEV_805,2025-01-05 04:49:00,2025-01-05,4,TXN_100163
183,TRANSFER,54934.11,C1006391,58385.98,0.0,C2007890,32277.3,87211.41,1,0,DEV_749,2025-01-08 15:35:00,2025-01-08,15,TXN_100054
132,CASH_OUT,371728.84,C1001963,374096.49,0.0,C2005812,94548.03,466276.87,1,0,DEV_704,2025-01-06 12:44:00,2025-01-06,12,TXN_100102
337,CASH_OUT,3347.88,C1010622,16510.44,13162.56,M1014677,9349.17,12697.06,0,0,DEV_795,2025-01-15 01:50:00,2025-01-15,1,TXN_100454
707,PAYMENT,21.46,C1018264,189.26,167.81,M1002551,26085.3,26085.3,0,0,DEV_231,2025-01-30 11:20:00,2025-01-30,11,TXN_100388
558,CASH_OUT,720.86,C1010029,3554.3,2833.44,C2006939,17783.68,18504.54,0,0,DEV_825,2025-01-24 06:24:00,2025-01-24,6,TXN_100287
125,PAYMENT,394.91,C1004282,0.0,0.0,M1005196,7850.4,7850.4,0,0,DEV_989,2025-01-06 05:52:00,2025-01-06,5,TXN_100208
462,TRANSFER,387.69,C1014957,3009.38,2621.7,C2013260,17104.57,17492.25,0,0,DEV_647,2025-01-20 06:38:00,2025-01-20,6,TXN_100255
530,TRANSFER,2205.55,C1026017,10788.87,8583.32,C2009882,0.0,2205.55,0,0,DEV_964,2025-01-23 02:54:00,2025-01-23,2,TXN_100020
189,CASH_OUT,665.59,C1026712,0.0,0.0,M1012418,0.0,665.59,0,0,DEV_506,2025-01-08 21:12:00,2025-01-08,21,TXN_100628
571,CASH_OUT,582.45,C1021945,3994.68,3412.23,M1000037,44641.11,45223.56,0,0,DEV_274,2025-01-24 19:34:00,2025-01-24,19,TXN_100161
56,PAYMENT,115.22,C1027867,0.0,0.0,M1013456,14763.29,14763.29,0,0,DEV_513,2025-01-03 08:55:00,2025-01-03,8,TXN_100410
116,CASH_OUT,129560.55,C1027427,131111.63,0.0,C2007628,84189.34,213749.89,1,0,DEV_707,2025-01-05 20:37:00,2025-01-05,20,TXN_100644
650,CASH_OUT,6553.62,C1027173,23868.82,17315.2,M1012625,25258.62,31812.23,0,0,DEV_458,2025-01-28 02:56:00,2025-01-28,2,TXN_100553
38,TRANSFER,677.92,C1013458,0.0,0.0,C2006275,37680.97,38358.88,0,0,DEV_624,2025-01-02 14:19:00,2025-01-02,14,TXN_100125
219,CASH_OUT,780694.17,C1010642,784016.22,0.0,C2004314,26000.17,806694.35,1,0,DEV_256,2025-01-10 03:54:00,2025-01-10,3,TXN_100567
344,CASH_OUT,2402.52,C1014172,21300.39,18897.87,C2008729,0.0,2402.52,0,0,DEV_360,2025-01-15 08:36:00,2025-01-15,8,TXN_100067
683,CASH_OUT,8126.86,C1023835,79580.2,71453.33,M1010503,0.0,8126.86,0,0,DEV_173,2025-01-29 11:08:00,2025-01-29,11,TXN_100640
605,CASH_OUT,940847.62,C1026055,943273.08,0.0,C2013452,4445.42,945293.05,1,0,DEV_693,2025-01-26 05:51:00,2025-01-26,5,TXN_100245
148,PAYMENT,94.01,C1012646,400.32,306.31,M1008232,26571.41,26571.41,0,0,DEV_259,2025-01-07 04:43:00,2025-01-07,4,TXN_100516
196,DEBIT,311.95,C1023280,0.0,311.95,C2013819,0.0,0.0,0,0,DEV_549,2025-01-09 04:00:00,2025-01-09,4,TXN_100458
240,CASH_OUT,1644.72,C1018692,5489.5,3844.77,C2011596,20893.8,22538.52,0,0,DEV_231,2025-01-11 00:52:00,2025-01-11,0,TXN_100273
254,CASH_OUT,466065.08,C1001970,467531.17,0.0,C2003380,53673.56,519738.64,1,0,DEV_967,2025-01-11 14:29:00,2025-01-11,14,TXN_100072
255,PAYMENT,22.91,C1019759,130.84,107.93,M1002698,47450.79,47450.79,0,0,DEV_980,2025-01-11 15:29:00,2025-01-11,15,TXN_100320
618,PAYMENT,166.35,C1001387,464.24,297.89,M1007436,3829.65,3829.65,0,0,DEV_743,2025-01-26 18:07:00,2025-01-26,18,TXN_100523
146,CASH_OUT,2726.75,C1023445,14347.25,11620.49,C2012289,0.0,2726.75,0,0,DEV_780,2025-01-07 02:01:00,2025-01-07,2,TXN_100536
174,PAYMENT,258.54,C1004131,0.0,0.0,M1003224,26167.29,26167.29,0,0,DEV_295,2025-01-08 06:00:00,2025-01-08,6,TXN_100355
115,TRANSFER,555.58,C1004197,5366.61,4811.02,M1005039,0.0,555.58,0,0,DEV_941,2025-01-05 19:38:00,2025-01-05,19,TXN_100499
458,TRANSFER,836.14,C1024362,4209.16,3373.01,M1012634,46222.57,47058.72,0,0,DEV_587,2025-01-20 02:35:00,2025-01-20,2,TXN_100584
127,CASH_IN,341.35,C1019137,3167.98,3509.32,C2002022,42041.42,42382.77,0,0,DEV_129,2025-01-06 07:42:00,2025-01-06,7,TXN_100065
171,TRANSFER,1257.9,C1008639,10312.89,9054.99,M1013237,0.0,1257.9,0,0,DEV_202,2025-01-08 03:17:00,2025-01-08,3,TXN_100481
274,TRANSFER,422672.81,C1021533,425984.8,0.0,M1012871,14360.27,437033.07,1,0,DEV_304,2025-01-12 10:58:00,2025-01-12,10,TXN_100465
496,CASH_OUT,1617.78,C1012393,0.0,0.0,C2001647,0.0,1617.78,0,0,DEV_795,2025-01-21 16:37:00,2025-01-21,16,TXN_100272
400,PAYMENT,160.04,C1008236,1475.42,1315.38,M1003270,0.0,0.0,0,0,DEV_612,2025-01-17 16:13:00,2025-01-17,16,TXN_100003
335,PAYMENT,240.24,C1000486,0.0,0.0,M1006004,0.0,0.0,0,0,DEV_695,2025-01-14 23:16:00,2025-01-14,23,TXN_100636
30,TRANSFER,855.19,C1003401,7133.57,6278.38,C2004237,0.0,855.19,0,0,DEV_284,2025-01-02 06:36:00,2025-01-02,6,TXN_100189
149,CASH_OUT,2066.09,C1009412,0.0,0.0,C2009047,16116.02,18182.11,0,0,DEV_854,2025-01-07 05:20:00,2025-01-07,5,TXN_100476
685,TRANSFER,125.7,C1024172,365.01,239.31,M1003468,0.0,125.7,0,0,DEV_293,2025-01-29 13:23:00,2025-01-29,13,TXN_100047
275,TRANSFER,755969.97,C1019224,757309.02,0.0,M1007780,67003.63,822973.59,1,0,DEV_934,2025-01-12 11:17:00,2025-01-12,11,TXN_100023
500,CASH_OUT,100156.14,C1001226,104323.96,0.0,C2002613,79124.02,179280.17,1,1,DEV_725,2025-01-21 20:18:00,2025-01-21,20,TXN_100209
201,TRANSFER,10194.42,C1018458,58981.78,48787.36,M1001386,0.0,10194.42,0,0,DEV_140,2025-01-09 09:37:00,2025-01-09,9,TXN_100113
79,CASH_OUT,569.69,C1014684,0.0,0.0,M1003999,0.0,569.69,0,0,DEV_536,2025-01-04 07:45:00,2025-01-04,7,TXN_100276
682,PAYMENT,106.68,C1014000,824.7,718.02,M1004731,977.48,977.48,0,0,DEV_615,2025-01-29 10:41:00,2025-01-29,10,TXN_100365
379,CASH_OUT,488806.65,C1007991,491398.53,0.0,C2005065,34262.57,523069.22,1,0,DEV_574,2025-01-16 19:18:00,2025-01-16,19,TXN_100070
493,CASH_OUT,483219.24,C1017643,484474.39,0.0,C2013274,55027.53,538246.78,1,0,DEV_806,2025-01-21 13:07:00,2025-01-21,13,TXN_100221
348,PAYMENT,320.71,C1023574,508.46,187.75,M1003288,15247.41,15247.41,0,0,DEV_394,2025-01-15 12:29:00,2025-01-15,12,TXN_100612
656,CASH_OUT,996.22,C1003663,0.0,0.0,M1010758,10037.05,11033.27,0,0,DEV_653,2025-01-28 08:41:00,2025-01-28,8,TXN_100417
57,CASH_OUT,729085.25,C1010308,730061.52,0.0,M1002765,80063.53,809148.78,1,0,DEV_183,2025-01-03 09:55:00,2025-01-03,9,TXN_100019
83,TRANSFER,3878.93,C1007495,0.0,0.0,M1001525,14912.45,18791.38,0,0,DEV_850,2025-01-04 11:42:00,2025-01-04,11,TXN_100495
443,PAYMENT,12.99,C1000234,93.67,80.68,M1000964,0.0,0.0,0,0,DEV_153,2025-01-19 11:39:00,2025-01-19,11,TXN_100300
